x,y,z
-9.0912883418306,-6.124603717352793,34.04688121310271
-8.79461987938282,-5.513618273408113,33.69576976449232
-8.46651971878535,-4.957560790682114,33.28211767285229
-8.115623825975026,-4.4607736484338085,32.81432739682343
-7.750138808220905,-4.025453210672425,32.30129827527658
-7.377670248466057,-3.651842091676154,31.751908532756303
-7.005087432787066,-3.3385202311885713,31.174611839401354
-6.638430712627216,-3.082750693875011,30.577155118173362
-6.282862710751996,-2.8808405300593964,29.966410583877998
-5.9426604926827356,-2.728485247444051,29.348305557060584
-5.621242968158867,-2.621075173309525,28.727828690387504
-5.321226188673933,-2.5539514024977796,28.109090262513657
-5.044498710056318,-2.522606948854632,27.495416053055678
-4.792309533936149,-2.522834610060843,26.889457833302288
-4.565362041548618,-2.5508268820932702,26.293307667957613
-4.363908525603083,-2.603235297165422,25.70860727903278
-4.1878412027593175,-2.6771972264991044,25.136647225333082
-4.036776805133297,-2.770337921511967,24.578453401187993
-3.910132916771164,-2.8807547417745174,24.03486033579572
-3.807195099271499,-3.0069894255627734,23.50657206625074
-3.7271745319006264,-3.147993099390144,22.99421209852969
-3.669256388649578,-3.303087620180807,22.498364306302022
-3.632639511802701,-3.471925863150237,22.019606678326813
-3.6165681469374547,-3.654452735283045,21.558539717630058
-3.6203566057720136,-3.8508680087000333,21.115811098729054
-3.6434077460648155,-4.061591516254019,20.69213795709548
-3.6852261230837358,-4.287230812834393,20.288327951489645
-3.7454265920588012,-4.528551057564299,19.90530002265472
-3.823739038609351,-4.786446592487524,19.54410557759557
-3.9200097939971683,-5.061913462655717,19.20595065577882
-4.034200160863024,-5.356021923611574,18.892219475124485
-4.166382337137879,-5.669887800961037,18.60449960084603
-4.316732883520195,-6.004641392067497,18.34460881536491
-4.485523734374925,-6.361392424446475,18.114623576464023
-4.67311060338208,-6.741189405912019,17.916908714793593
-4.879918483635073,-7.144971519850574,17.75414771932084
-5.106423787256624,-7.573511043902877,17.629372565986603
-5.353132512921249,-8.02734411964207,17.545991533703326
-5.6205536735933315,-8.506687604558516,17.507812794130537
-5.90916706668985,-9.011339741952717,17.51906072894618
-6.219384334216137,-9.540562556218067,17.584380896473284
-6.55150215641633,-10.09294431349225,17.708828325584847
-6.905646372123922,-10.666241204527143,17.897832367913594
-7.281705855364244,-11.257198765072923,18.15712973688498
-7.6792551463351115,-11.861355637707346,18.492655712194352
-8.097465195472335,-12.472835306831385,18.910381989769586
-8.53500220660824,-13.084135608542864,19.41608863456832
-8.989915546801702,-13.685931276910324,20.01505753388458
-9.459517119812565,-14.266911548305702,20.71167632990188
-9.94025656266188,-14.813682658142927,21.508945901484992
-10.427599172209984,-15.310773262575069,22.407892073376683
-10.915916581246492,-15.74078812981498,23.40689435074053
-11.39840373610334,-16.084759829678514,24.5009618028688
-11.867039345460858,-16.322746731971215,25.681008686828292
-12.312610084111894,-16.434714876203408,26.93320856545582
-12.724820563321046,-16.401717597187503,28.23853203151946
-13.092510266707691,-16.207347648218732,29.5725936442237
-13.403994004858795,-15.839382187412964,30.905939801848447
-13.647532823114211,-15.291476368714262,32.20489124594
-13.811927177674217,-14.564697692061202,33.4330034026073
-13.887204229112916,-13.668648241611908,34.55312208408033
-13.865348630362815,-12.621916311996454,35.529898591843214
-13.741005398526179,-11.451650457604648,36.332507329885004
-13.512069904434025,-10.192163670996514,36.93721237535454
-13.180079281090274,-8.882639650620915,37.329392325344465
-12.750335318043337,-7.564191949190354,37.50468081154067
-12.23172098115804,-6.2766713553172915,37.469015827521794
-11.636216018573965,-5.055681046079959,37.23758699920789
-10.978162521324563,-3.9302186574876252,36.83287464696098
-10.273368134940869,-2.921229136864499,36.28213044803777
-9.538154235133232,-2.0411630951529065,35.614715592718674
-8.7884551211352,-1.2944481464011304,34.85967912778581
-8.039054423661794,-0.6786438433377846,34.04384967879102
-7.3030133656293925,-0.1859890399420881,33.19057023526535
-6.591310933060662,0.19493888849114216,32.31907116677051
-5.912685950905481,0.47767290962824627,31.44438024072006
-5.2736500648521085,0.6765515671207832,30.57762013528199
-4.678629901654819,0.8057207173855151,29.726537969516247
-4.130194839750786,0.8784418319168711,28.896133599921722
-3.62933117258402,0.9066694772989423,28.0892886780451
-3.1757311075957237,0.9008433643518319,27.307334941991982
-2.7680736604009684,0.869837750989707,26.55053098058643
-2.404282519261901,0.8210170033377506,25.818439071430756
-2.081752567001936,0.7603559452517352,25.110207794567852
-1.7975417157765687,0.6925940623816123,24.424773523970746
-1.5485281379607507,0.6214019344176818,23.760996562805893
-1.3315351307229075,0.5495457540794308,23.117747403993445
-1.1434270422426738,0.4790413880521781,22.49395674511199
-0.9811801992131886,0.4112933866376881,21.888640409801148
-0.8419328406281009,0.34721700256956384,21.300907802936088
-0.7230178563083345,0.28734297531283254,20.729960260884916
-0.6219817731462178,0.2319058600851903,20.17508377957429
-0.536593009823077,0.18091724882932855,19.63563913327172
-0.46484198395783644,0.13422550061379437,19.111051300407027
-0.40493523550067334,0.09156368011947415,18.600799329249476
-0.35528534393865857,0.0525873679469949,18.104407240199098
-0.3144980727500932,0.01690390349609732,17.621436211916045
-0.28135787512547417,-0.015905518631526762,17.151478083814236
-0.2548126394760794,-0.04626963419111313,16.69415008634177
-0.23395833894758278,-0.07461567242939857,16.24909065158215
-0.21802407229576437,-0.1013617480278992,15.81595613712777
-0.20635783986897785,-0.1269122791477564,15.394418299815165
-0.19841328379685572,-0.15165576245569945,14.984162371924539
-0.1937375316627401,-0.17596435568267377,14.584885613851574
-0.19196021406473346,-0.20019482360730415,14.196296239814838
-0.19278367501899052,-0.2246904946581442,13.818112634498386
-0.19597435698290588,-0.24978395336183065,13.450062797504783
-0.20135531662079836,-0.27580025970221894,13.091883968734436
-0.20879981092894043,-0.30306054134214755,12.743322401387681
-0.21822588397026113,-0.3318858499086666,12.404133260521332
-0.22959188056410168,-0.3626012094646312,12.074080634403833
-0.24289281345415464,-0.3955398151385796,11.752937653755488
-0.25815751362259715,-0.4310473638236377,11.440486720773997
-0.2754464986427012,-0.46948651793505497,11.136519856043673
-0.29485050057193657,-0.5112415183615393,10.840839177391093
-0.31648960235089685,-0.5567229747573299,10.553257530836683
-0.34051293959154016,-0.6063728708735966,10.273599300343378
-0.3670989327197458,-0.6606698302710368,10.001701430421718
-0.3964560224748749,-0.7201346939249615,9.737414704172865
-0.42882388961988355,-0.7853364662506296,9.480605329425586
-0.46447514728295813,-0.8568986901485379,9.23115689768875
-0.5037175015695161,-0.9355063148898201,8.988972795203518
-0.5468963829015465,-1.0219131229996237,8.75397916303448
-0.5943980569113543,-1.1169497835794697,8.526128524592975
-0.6466532295781658,-1.2215325993989088,8.305404225080768
-0.7041411665602402,-1.3366730130358,8.091825859082977
-0.7673943512077962,-1.4634879325421393,7.885455901121184
-0.8370037093412305,-1.603210928402715,7.686407800816222
-0.9136244312473789,-1.7572043393263068,7.494855861067085
-0.9979824220552717,-1.9269723024488248,7.31104728625632
-1.090881410094627,-2.1141746908148256,7.1353168701457985
-1.1932107381666468,-2.3206418934454067,6.968104892287601
-1.3059538536945228,-2.5483903053761225,6.809978910093583
-1.4301974988626827,-2.7996382993446765,6.661660273891324
-1.567141578910882,-3.076822317412858,6.5240563568553185
-1.7181096527610795,-3.3826125365339186,6.398299682517896
-1.8845599411383633,-3.71992730948376,6.285795350156448
-2.068096677972903,-4.091945238756678,6.18827840073294
-2.2704815340512803,-4.502113276172252,6.107883026927259
-2.4936447082633775,-4.954148616697052,6.047225796786761
-2.739695099106745,-5.4520313227655155,6.00950530702555
-3.010928721472622,-5.99998351491061,5.9986208671231065
-3.3098342008164208,-6.602429523193379,6.01931287093389
-3.6390937330541164,-7.263929528133729,6.077327331485774
-4.001577312562078,-7.98907684005026,6.179606473544602
-4.400327265310896,-8.78234598851616,6.334506053898015
-4.838529137631422,-9.647875165905607,6.552037857527349
-5.319463740458841,-10.589162311938246,6.844132099057935
-5.846433597606781,-11.608649410788848,7.224908559351611
-6.4226551789249875,-12.707164842600557,7.710936310482976
-7.051106145292545,-13.883189793984705,8.32144872306125
-7.734314510161761,-15.131913434437632,9.0784618725059
-8.474074402589348,-16.444045569033822,10.006719332330569
-9.271071519233796,-17.804369104588517,11.133354139784043
-10.124401277769268,-19.19004421413914,12.487120489291236
-11.030965571406256,-20.56872994339875,14.097007691197593
-11.984742008605505,-21.896676938944015,15.990017004630836
-12.975935501639356,-23.11707564682696,18.18787679076427
-13.990049516158116,-24.159119669330504,20.702523568808004
-15.006956531475355,-24.938449038790928,23.530329078047025
-16.000105782206912,-25.359826120760495,26.64535584284126
-16.93607781606227,-25.322972357670775,29.992412025870912
-17.77476727022312,-24.732306182975986,33.48133267568275
-18.470521161498407,-23.510688994736924,36.98460700224753
-18.97453794482226,-21.616078367161958,40.34089760150789
-19.238691987056228,-19.058289285360562,43.366691324094006
-19.22065171688666,-15.911355980062819,45.87681179573082
-18.889722143204278,-12.316202686921457,47.71169646420656
-18.232370197575996,-8.4695559682518,48.76588102464771
-17.256088774643576,-4.598748105367324,49.00965832887967
-15.990354707715952,-0.9273153318328777,48.49629816236063
-14.484050770127645,2.359388599597982,47.35134455551679
-12.799706833155081,5.138653283725386,45.746906991405965
-11.005870821467035,7.358818817740799,43.86925691614599
-9.169401857546251,9.031780546081142,41.889507971982404
-7.349283617183512,10.215047542607321,39.94429417290101
-5.5928505012044285,10.990717122018467,38.12838017942064
-3.9344937388821393,11.4472751124269,36.496928996991315
-2.3963168537512356,11.667113500686515,35.073285234500496
-0.9899738183074605,11.719940691867883,33.85841662108391
0.28101763271007396,11.660738075665307,32.83950116681768
1.4189896770055972,11.530530843294686,31.996549865799302
2.430143793634506,11.358514904829667,31.30692557841495
3.322980904754022,11.164566709077407,30.748102474665988
4.1071394851863605,10.96160212151041,30.29914949518273
4.792585748818766,10.757556823555193,29.94138046425277
5.389082856292409,10.556938931859511,29.658508787119484
5.905868463849119,10.361991129824156,29.436537405589064
6.351480730446623,10.173531208917835,29.263528641136485
6.733685778293744,9.991543118663198,29.129337751713237
7.059471512330689,9.81558163190055,29.02535452968106
7.335082524287675,9.645041204658318,28.944273264629814
7.56607839232474,9.479327569396352,28.879897709436257
7.7574033100319015,9.317960543234172,28.82698045881707
7.913459033352129,9.160628728316238,28.781092759523595
8.03817600284854,9.007210985495696,28.738519554215756
8.135079501113255,8.857775374057425,28.696174504732056
8.207349088407671,8.712563270890417,28.65153025331547
8.257870506655946,8.571964275875326,28.602559928750757
8.289279883577883,8.436486014475337,28.547686707095995
8.304000496667628,8.306721870294245,28.485738999652202
8.30427263403029,8.183318882647676,28.41590951836084
8.292177258892028,8.066947433505632,28.337717041731697
8.26965427635339,7.958273863436697,28.250970167853446
8.23851623506172,7.857936759584066,28.15573269824896
8.200458287513955,7.766527328359685,28.052290555308204
8.157065191598528,7.68457398989973,27.941120307783827
8.109816071428648,7.612531104879418,27.82285947629567
8.060087574773725,7.5507715644910105,27.6982788279138
8.009155973745454,7.499582839547882,27.56825685983852
7.958198660325697,7.459165992653882,27.433756630575797
7.908295393558515,7.4296371049670435,27.295805035192625
7.860429564699368,7.411030551880906,27.155474549851046
7.815489663417522,7.4033035745270155,27.013867398403967
7.774271054528471,7.4063416303270735,26.872102026731774
7.737478112108332,7.419964059684208,26.73130171291827
7.705726706865919,7.443929671359008,26.592585095618155
7.6795470033152275,7.477941920808782,26.457058369794566
7.659386495064583,7.521653429326038,26.325808877955836
7.645613188490728,7.5746696637361985,26.199899814848376
7.638518836015275,7.6365516642608355,26.080365762580975
7.638322118839831,7.706817770426078,25.968208779542085
7.645171683998456,7.784944350922699,25.864394778504764
7.65914895069088,7.870365593089218,25.769849945543083
7.680270614930714,7.962472451653095,25.685456970733895
7.708490798602952,8.060610895283217,25.61205088344059
7.743702808270979,8.164079624255688,25.55041430905627
7.7857404898694496,8.272127463953746,25.501271990614402
7.834379187277879,8.383950667672652,25.46528444819934
7.889336335317356,8.498690388642892,25.44304068242715
7.95027174064991,8.615430605277021,25.435049866419753
8.01678762711262,8.733196804856044,25.441732014728537
8.088428544886963,8.85095574811911,25.463407668572202
8.164681265210177,8.96761664884054,25.500286695303124
8.244974803573214,9.082034106224686,25.552456366558793
8.328680733838361,9.193013121046127,25.61986895382738
8.415113972559137,9.29931650571835,25.702329161063783
8.503534225875057,9.399674960471906,25.799481799393952
8.593148299334743,9.492800029202332,25.910800195461515
8.683113472321502,9.577400066383712,26.03557590785119
8.772542131727722,9.652199238718778,26.17291039910412
8.860507842426827,9.715959451354596,26.321709366649582
8.946053003319603,9.767504930027778,26.480680466026545
9.02819819599042,9.805749011526554,26.648335155074644
9.105953277544033,9.829722502556677,26.82299533963464
9.178330200045298,9.838602771978497,27.002805402306095
9.244357457238618,9.831742557172072,27.185750041060928
9.303095967231963,9.808697308400099,27.369678132893075
9.353656101348776,9.769249783515503,27.552332573085017
9.395215469565448,9.713430557271733,27.731385732901217
9.427036978336076,9.641533140874941,27.904479843699477
9.448486594589962,9.554122529922406,28.06927127566963
9.459050188123207,9.452036217427635,28.223477361455526
9.45834879105365,9.336377019474186,28.36492414808944
9.446151613895704,9.208497450530365,28.491593273756703
9.42238619755917,9.069975830062289,28.60166608366201
9.387145160809482,8.922584769739302,28.693563138831433
9.340689121702464,8.768253143417937,28.765977439560967
9.283445523874011,8.60902304061199,28.817899975369915
9.21600327554781,8.447003511552627,28.84863660680636
9.13910329914829,8.284323098956328,28.857815750935185
9.053625279129093,8.123083200372434,28.845386843225736
8.960571071253428,7.965314211423993,28.81161004147999
8.861045385270485,7.812936174721509,28.757038081337154
8.756234464215588,7.667725325003228,28.682491552865784
8.647383550294352,7.531287511185802,28.589029118985348
8.535773946383497,7.405039028932361,28.477914326513392
8.422700454638383,7.290194952074473,28.350580669957505
8.309449904381992,7.187764642871343,28.208596468797705
8.197281378230928,7.0985537773655745,28.053630931874043
8.087408618144392,7.023171961200436,27.887422533939766
7.9809849524499965,6.962044841280676,27.71175054749193
7.8790909413330645,6.915429538298057,27.52841028405758
7.7827248010295635,6.883432225504154,27.339192325455688
7.692795543477023,6.866026746022979,27.145865783753244
7.610118663731618,6.863073277485492,26.95016542905182
7.535414125107005,6.874336201332672,26.753782371339273
7.4693063327295715,6.899500498539019,26.558357875892792
7.412325749310516,6.938186160024865,26.3654798268664
7.364911790381951,6.989960258095473,26.176681324091252
7.327416637153304,7.054346467652758,25.993440895973638
7.30010962020325,7.130831948598972,25.81718382879423
7.283181853042822,7.2188716024185275,25.649284142439917
7.2767508279803925,7.317889797148758,25.49106677851666
7.280864724897229,7.4272797181450345,25.34380960416093
7.2955062242220095,7.546400550520339,25.208744870401176
7.320595656851842,7.674572736728933,25.08705979572508
7.355993364839551,7.8110715834424855,24.979895972952658
7.401501186699845,7.955119519448915,24.888347321074818
7.456863019974752,8.105877334211051,24.813456324814894
7.521764451398382,8.262434757799163,24.756208325532462
7.59583148203846,8.42380077926869,24.71752365061705
7.678628411761483,8.588894143412901,24.698247398176488
7.769654984926625,8.756534515348466,24.69913673351067
7.868342937968809,8.925434857525381,24.72084560776231
7.974052129924466,9.094195621996857,24.763906881517087
8.086066479131706,9.261301418017615,24.828711931038637
8.203589973020296,9.425120865338426,24.91548793570461
8.325743062252108,9.58391037910818,25.02427319433977
8.451559793937715,9.735822643390932,25.15489099597177
8.579986078883037,9.878920505635175,25.306922774883766
8.70987952155825,10.011196951587365,25.479681505014284
8.840011264561161,10.130601686544297,25.672186524696407
8.969070306759475,10.235074643113665,25.883141214296174
9.095670740394894,10.322586449467119,26.110915155938454
9.218362311302116,10.391185522394988,26.353532560449576
9.335644632411404,10.439051001086415,26.608668822064864
9.445985269278905,10.46455022550752,26.873657024600746
9.547841764901767,10.466298914790215,27.145506043409124
9.639687479890611,10.443221656508259,27.420931541277348
9.720040897552376,10.394609829658659,27.69640063069627
9.787497790763005,10.320173714223106,27.968190273794857
9.840765383109016,10.22008535333045,28.23245864077615
9.87869738013116,10.0950087903456,28.48532769859686
9.900328521152604,9.946114647795806,28.72297432886349
9.904907133816923,9.775076667636764,28.94172637198273
9.891924087198907,9.584048778360843,29.138159268252018
9.8611365563151,9.375622439770327,29.309188517400866
9.812585144660623,9.152765347892126,29.452153088727115
9.746603164983775,8.918743936151039,29.5648852325473
9.663817242100501,8.677033343185709,29.6457628717704
9.565138852209023,8.431219493587616,29.693741839511446
9.451746916346881,8.18489853990451,29.70836657528731
9.325062078702643,7.941579069405846,29.68975936196453
9.186713777772963,7.704592169227905,29.638589623896827
9.038501616918458,7.477013708795938,29.55602606425792
8.882352826106207,7.2616021307303535,29.44367537417778
8.72027775656862,7.060753769024971,29.303511819612556
8.554325357814255,6.876476380074805,29.137802178122588
8.38654046004031,6.710380316029153,28.949030282744165
8.218924445639194,6.563685704228487,28.739824902097354
8.053400571498123,6.437243197452796,28.512893940254518
7.891784834093591,6.331565361962632,28.270967082300118
7.7357628868804955,6.246865569236659,28.016748141768204
7.586873155116112,6.183101317009146,27.752877566286045
7.446495971305415,6.140019169422768,27.481904885158883
7.315848291117151,6.117198909582714,27.20627036830976
7.195983352963707,6.114094976182988,26.928294817045778
7.087794515285635,6.130073752979394,26.650176211928407
6.992022439055011,6.164445751866559,26.373991877523622
6.909264770336166,6.216492147132299,26.10170485767021
6.8399875080157795,6.285485463166971,25.83517329667153
6.7845373035308985,6.370704484613158,25.576161762592392
6.743154021639125,6.471443649161192,25.32635360451289
6.7159829843913315,6.587017307111279,25.087363587745735
6.703086416663326,6.716759299884349,24.860750186930353
6.704453704985428,6.860018334690506,24.64802702888273
6.720010167955936,7.016149627395783,24.45067306151536
6.7496241138999205,7.184503262281992,24.270141081568283
6.793112028738127,7.364409686632086,24.10786428404804
6.850241794527523,7.5551627292609105,23.965260503408253
6.920733888000862,7.756000513264139,23.843733804908428
7.00426055052719,7.966084631170724,23.744673059319197
7.100442958591544,8.184477971061078,23.66944710098005
7.208846459838497,8.410121629737011,23.6193960347476
7.328973976828348,8.641811427308284,23.595818229194403
7.460257721876342,8.878174648909761,23.599952520383223
7.602049414579684,9.117647784285,23.63295516297996
7.753609251550216,9.358456212909264,23.69587111530917
7.914093947686121,9.598596986182205,23.789599345627334
8.08254425153573,9.835826079681427,23.914852012890165
8.257872434350299,10.067651712683485,24.072107621274103
8.438850362183617,10.291335537550403,24.261558586941547
8.624098879720295,10.503903658900803,24.483054097573877
8.812079357638346,10.702169514483295,24.736039692746072
9.00108837332284,10.882770591815495,25.019495638211424
9.189256595172106,11.042220717472672,25.33187688629442
9.374553007402163,11.176979189491446,25.671058164860387
9.554795625611092,11.283537284443259,26.03428845254263
9.727669791494309,11.358521632547415,26.418159687343007
9.89075497559962,11.398812618465954,26.81859490662352
10.041560739886254,11.401674375336416,27.230861002000424
10.17757210343127,11.364891191241332,27.649610766377197
10.296304012212277,11.28690339622354,28.068957808072234
10.395363950613403,11.16693425670203,28.482586153763528
10.472520981222265,11.005098327076023,28.8838939811064
10.525778715807641,10.802481361182135,29.266168039584073
10.553448980345092,10.561182501553414,29.622782175756228
10.554222332465924,10.284311187557313,29.947410324758636
10.527231217975062,9.975934060281316,30.23424178419587
10.472101502205687,9.640970921087593,30.478184981295854
10.388988444093878,9.285043165222998,30.67504564244906
10.27859391620679,8.914282550902499,30.82166648678123
10.14216277967636,8.535112085547533,30.91601828441761
9.981457710263477,8.154013643601298,30.957236091310534
9.798713303597259,7.777298237318475,30.945599219067432
9.59657179696938,7.410894432395873,30.88245839693286
9.37800406051203,7.06016829849248,30.77011797801713
9.146220484310074,6.7297848390481345,30.611684368314947
8.90457691978388,6.423616579977307,30.410893744658896
8.656480885803223,6.144700526230125,30.17193245753073
8.405302849845913,5.895240602929119,29.89926241853954
8.154296625154235,5.676649438708272,29.597461580448424
7.906531906509638,5.489621188578548,29.27108677190556
7.6648408347165295,5.334226095512626,28.924563108809554
7.431779360796139,5.210017543850741,28.56210136589292
7.2096031791016,5.11614323511505,28.18764233798687
7.000257184702945,5.051453534799058,27.8048255009668
6.805376819712556,5.014601716342347,27.416978226609388
6.626299309375535,5.0041325277991255,27.02712135003801
6.464082631217894,5.018557053784628,26.637986913166785
6.319530073474567,5.056413134627682,26.25204427033379
6.1932183795898785,5.116311591288683,25.871531305140138
6.085527700759759,5.196969189789674,25.498488153498513
5.99667184966275,5.297229694248412,25.13479146904982
5.926727634121316,5.416074550715553,24.78218784509546
5.875662325780739,5.55262476740724,24.44232548964145
5.84335856994339,5.706135460612209,24.11678362480153
5.829636259010272,5.875984362855692,23.807099350257086
5.834271069394814,6.061655375808825,23.51479188257437
5.857009500036215,6.2627180216478475,23.24138417162295
5.897580352197378,6.47880342256964,22.988421916534733
5.955702659234604,6.709577232729421,22.757489969800766
6.031090116584086,6.954709769681344,22.550226040279146
6.123452081893812,7.213843450645428,22.368331492761396
6.232491218768974,7.4865575385908345,22.213578899917533
6.35789785075116,7.772330150148561,22.087815837100493
6.4993410806908996,8.070497478472515,21.992964226347393
6.656456720469061,8.380210247456592,21.93101433834595
6.828832073167814,8.700387548921501,21.904012357529652
7.015987620743183,9.029668432737648,21.914040216759513
7.21735570194263,9.366361933405832,21.963186230414287
7.43225632508895,9.708396636886626,22.053504921335154
7.659870356268717,10.053271427122931,22.186964379875945
7.899210463354139,10.398009705116927,22.36537955429401
8.149090387530418,10.739120135883256,22.590330103453343
8.408093362365701,11.072567824061034,22.863061907393195
8.674540808535234,11.393760696613732,23.184372096787694
8.946462797343084,11.697556697298957,23.554478595461294
9.221572187338671,11.978298048930947,23.97287672437096
9.497244773497899,12.229879148376888,24.438187413117813
9.770508210985797,12.445854416642579,24.948003973659006
10.038042831551476,12.61959139482876,25.498747095400166
10.296197687879204,12.74447231876963,26.08554049556919
10.541025150968245,12.814144130812522,26.702122146571575
10.768337048952674,12.822812320463134,27.340807711706603
10.97378457610372,12.76556824466264,27.992523155883195
11.152962942959611,12.638733054982483,28.646921830811092
11.301539954161898,12.440194772372381,29.29259712940458
11.415405435982946,12.169709443622649,29.917394788529016
11.490835836746916,11.829133960267427,30.508819267538872
11.524665649098967,11.422558317191184,31.054517118021046
11.514454915908189,10.956309848972852,31.542808316170113
11.458640409214656,10.43881168416067,31.96322611907943
11.356657536709257,9.880291737729678,32.3070193164537
11.2090209568113,9.29235538654282,32.567569697630006
11.017354399784452,8.687451988053082,32.74068323501884
10.784364158611314,8.078279595199358,32.8247257225866
10.51375570227012,7.477180807669435,32.820590792614716
10.21009821281005,6.895583860251103,32.73150756168038
9.878646777554156,6.34353645265449,32.56271324451389
9.525135745064189,5.8293667632297375,32.32102978402331
9.155558846880744,5.359489143084566,32.01439075372464
8.775951876501127,4.938354343852722,31.651364849345942
8.392192123236287,4.5685287784001165,31.240716054071
8.00982578875267,4.250876373189915,30.791030004917786
7.633930847196394,3.9848109683522863,30.31042366344107
7.269018859311983,3.7685867139244107,29.806343412798153
6.9189756447732265,3.599597403444929,29.28544686742156
6.587037820640397,3.474661673727082,28.753556885277895
6.275800205949065,3.3902779799565166,28.21567264692485
5.9872479833498105,3.3428400157370657,27.67602178212188
5.722807186588536,3.3288089948960953,27.138138656027458
5.483407367419292,3.3448435678784234,26.60495627892111
5.269550987465205,3.387891062379999,26.07890217677958
5.081384994956685,3.4552453810698833,25.561991432330682
4.918771033568005,3.5445775287924914,25.05591264780115
4.781351683090453,3.653944669387463,24.562104629941725
4.668610981720154,3.7817830908327585,24.08182311809223
4.579928192631415,3.9268896961163975,23.616197908959894
4.514624342979912,4.088395787031945,23.166281359673604
4.472001487385116,4.265736067568958,22.733089568187683
4.4513749454035,4.458615019743157,22.317637626758952
4.452098952837465,4.666972124535214,21.920970295279556
4.47358627000724,4.8909468211163984,21.544189304491084
4.515322325118156,5.130843613797181,21.188478315167472
4.576874453986059,5.387097336974716,20.85512635392369
4.657896742284924,5.660238260281818,20.54555033297975
4.758130894084614,5.950856445874406,20.26131704429819
4.877403449263593,6.25956454592617,20.004164795464014
5.015619558929851,6.586958042530379,19.776024617990192
5.172753407289903,6.933571779886735,19.57904071743011
5.348835244549586,7.299831520303497,19.41558953545629
5.543934872124978,7.685999177564779,19.28829644232819
5.758141302668958,8.09211035727905,19.200048659209024
5.991538208129967,8.517902886475117,19.154002510370155
6.244174675964482,8.962735177091755,19.15358251606818
6.516030726077209,9.425493585582602,19.20246915584142
6.806977012027748,9.904488462668269,19.30457136980665
7.1167281570918,10.397339405996126,19.463979052757907
7.444789281982233,10.900851418183796,19.684889992445957
